47 isn
47 walk
47 importance
47 expect
47 curiosity
47 pfuel
47 aunt
47 somewhere
47 recalled
47 wall
47 reports
47 warm
47 departure
47 footman
47 august
47 rich
47 causes
47 chest
47 gathered
46 l
46 cart
46 orderly
46 carefully
46 rapid
46 jumped
46 corps
46 formerly
46 fool
46 weak
46 papers
46 firm
46 excitement
46 below
46 inhabitants
46 bound
46 gentleman
46 previously
46 difficulty
46 clever
46 awaiting
46 recognize
46 gown
46 firmly
46 forehead
46 garden
45 enormous
45 whisper
45 wore
45 motion
45 ourselves
45 efforts
45 flew
45 teeth
45 monsieur
45 dolgorukov
45 respect
45 sick
45 leaning
45 increased
45 thy
45 knowledge
45 thrown
45 fighting
45 happening
45 played
45 balls
45 sign
45 leading
45 forty
45 thousands
45 particular
44 holy
44 lower
44 raising
44 repeating
44 visitor
44 la
44 youth
44 mustache
44 accompanied
44 finish
44 prisoner
44 seat
44 receive
44 kiss
44 join
44 humanity
44 loss
44 battalion
44 age
44 armies
44 watched
44 worn
44 note
44 writing
44 capital
44 admit
44 unpleasant
44 showing
44 hours
43 speech
43 gold
43 considering
43 fourth
43 trembling
43 realized
43 carrying
43 breast
43 easily
43 vicomte
43 frowned
43 satisfied
43 science
43 captured
43 nice
43 arakcheev
43 icon
43 accustomed
43 mood
43 eat
43 horror
43 polish
43 badly
43 comrades
43 afterwards
42 saber
42 prove
42 household
42 influence
42 paris
42 completely
42 concluded
42 ideas
42 confusion
42 glory
42 headquarters
42 quick
42 dancing
42 gentle
42 peter
42 engagement
42 valet
42 davout
42 gun
42 imagined
42 cards
42 explained
42 natural
42 walking
42 st
42 dog
42 wound
42 eight
41 shirt
41 respectfully
41 knoll
41 sobs
41 carriages
41 intended
41 agitation
41 clean
41 beg
41 column
41 nodded
41 pain
41 paid
41 lie
41 allowed
41 companion
41 experience
41 produced
41 food
41 daniel
41 stronger
41 alexeevich
41 minute
41 intimate
41 france
41 drink
41 madame
41 columns
41 greatest
41 space
41 apparently
41 impression
40 memory
40 anger
40 bottle
40 millions
40 destruction
40 gallop
40 incomprehensible
40 secret
40 thou
40 follow
40 fellows
40 lead
40 receiving
40 handkerchief
40 baby
40 period
40 appearance
40 zherkov
40 fault
40 demanded
40 crowded
40 x
40 definite
40 immense
40 instructions
40 soft
40 visible
40 complete
40 ears
40 believed
40 explanation
39 pressing
39 acquaintance
39 ruined
39 intention
39 anxious
39 solemn
39 estates
39 spectacles
39 v
39 ilyin
39 property
39 mist
39 sleigh
39 weyrother
39 connection
39 chiefly
39 remarks
39 embraced
39 feared
39 acquaintances
39 habit
39 previous
39 inquired
39 fully
39 mounted
39 sternly
39 false
38 slowly
38 lies
38 prayer
38 smell
38 save
38 huge
38 similar
38 lavrushka
38 series
38 chosen
38 terms
38 adjutants
38 letting
38 sergeant
38 preparing
38 friendship
38 spring
38 falling
38 generally
38 iii
38 doesn
38 fought
38 winter
38 stranger
38 serene
38 suppose
37 steward
37 saddle
37 battlefield
37 unexpected
37 trees
37 guard
37 darling
37 gaily
37 works
37 escape
37 flight
37 lines
37 game
37 ahead
37 baggage
37 lads
37 terror
37 empty
37 finger
37 deal
37 dessalles
37 elder
37 favorite
37 informed
37 dangerous
37 illness
37 removed
37 dance
37 joyfully
36 occasionally
36 wheels
36 shaking
36 nations
36 directly
36 ix
36 resolute
36 attitude
36 imagination
36 sympathy
36 absent
36 xvi
36 pistol
36 managed
36 tenderness
36 busy
36 xiv
36 softly
36 theory
36 wet
36 watching
36 touching
36 keeping
36 accepted
36 reported
36 duke
36 offer
36 police
36 galloping
36 knees
36 kissing
36 physical
36 loving
36 dare
36 grief
36 details
36 destroy
36 loudly
36 historic
36 ballroom
35 reach
35 emperors
35 awaited
35 dogs
35 usually
35 weeks
35 xi
35 suffered
35 anteroom
35 detachment
35 pause
35 proposed
35 hero
35 clouds
35 insisted
35 dropped
35 midst
35 proud
35 xii
35 months
35 cousin
35 finding
35 fields
35 timidly
35 doctors
35 helped
35 losing
35 driving
35 delight
35 remark
35 courage
34 calling
34 promise
34 square
34 peoples
34 entrance
34 reasons
34 vi
34 tormented
34 viii
34 public
34 vii
34 virtue
34 dream
34 hounds
34 ii
34 uniforms
34 ivanovich
34 dunyasha
34 seriously
34 blow
34 hide
34 hare
34 animal
34 gloomy
34 cheeks
34 borzois
34 hung
34 wishes
34 essential
34 reproach
34 regiments
34 iv
34 paces
34 month
34 waited
34 ease
33 pace
33 interested
33 otradnoe
33 glittering
33 vous
33 week
33 weary
33 extraordinary
33 gay
33 abroad
33 persons
33 start
33 political
33 becoming
33 trouble
33 excellent
33 fancy
33 inquiringly
33 xv
33 nearest
33 innumerable
33 sigh
33 forever
33 dry
33 pipe
33 disappeared
33 reaching
33 saved
33 indeed
33 redoubt
33 mercy
33 official
33 song
33 opportunity
33 touch
33 agreed
33 senseless
33 lightly
33 motionless
33 dispositions
33 beat
33 fifty
33 shone
33 ilya
33 wind
33 east
33 capture
33 ordinary
33 sang
33 exist
33 watch
33 stayed
33 pray
33 interesting
32 fires
32 wagons
32 ermolov
32 distinguished
32 faced
32 nature
32 sought
32 george
32 moral
32 hurry
32 rate
32 esaul
32 tarutino
32 fit
32 xiii
32 breathing
32 needs
32 tail
32 e
32 nobody
32 executed
32 natured
32 ridden
32 vilna
32 pulled
32 served
32 lifting
32 offended
32 land
32 announced
32 suggested
32 germans
32 younger
32 thick
32 absorbed
32 thanks
32 nation
32 servant
32 armchair
32 leaned
32 dignity
32 attentively
32 engaged
32 delighted
32 commands
32 hanging
32 meanwhile
32 views
32 parents
32 fifteen
32 eyebrows
32 austria
31 plump
31 proved
31 demand
31 fifth
31 hollow
31 excuse
31 belonged
31 evil
31 alarm
31 campfires
31 despair
31 spiritual
31 external
31 recognizing
31 inevitable
31 prussia
31 unnatural
31 described
31 fatherland
31 screamed
31 worthy
31 advice
31 closer
31 tired
31 english
31 peculiar
31 friendly
31 sire
31 portrait
31 deeply
31 noise
31 mere
31 welfare
31 eagerly
31 october
31 existence
31 delicate
31 separated
31 awkward
31 telyanin
31 clothes
31 summer
30 tree
30 opening
30 candle
30 consisted
30 attacked
30 mysterious
30 charge
30 realize
30 joke
30 confidence
30 eager
30 stories
30 exactly
30 concerning
30 crowds
30 priest
30 stone
30 exhausted
30 address
30 couple
30 answering
30 pride
30 palace
30 refuse
30 footmen
30 knee
30 buonaparte
30 haired
30 spirits
30 wars
30 hospital
30 haven
30 advantage
30 supposed
30 desired
30 mention
30 lise
30 swaying
30 permission
30 rules
30 aroused
30 rank
30 lodge
30 west
30 timokhin
30 diplomatic
30 masses
30 lives
30 pushing
30 sing
30 plainly
29 flying
29 hurried
29 changing
29 shevardino
29 slept
29 wants
29 shinshin
29 mental
29 conviction
29 foundation
29 confident
29 sword
29 retired
29 prepare
29 cruel
29 ma
29 marrying
29 worth
29 indicated
29 entirely
29 share
29 favor
29 caleche
29 ours
29 authority
29 reflected
29 staying
29 seated
29 break
29 kremlin
29 information
29 painful
29 figures
29 villages
29 beaten
29 rosy
29 books
29 rostova
29 icons
29 willarski
29 blushing
29 regular
29 transferred
29 weakness
29 arrange
29 battles
29 mud
29 animation
28 melancholy
28 shame
28 joseph
28 nine
28 bank
28 partner
28 conclusion
28 memories
28 sixth
28 intently
28 grow
28 paced
28 useless
28 walls
28 toll
28 utter
28 corporal
28 invited
28 dared
28 judge
28 italian
28 heavily
28 personally
28 dirty
28 duties
28 approach
28 christ
28 refused
28 stationed
28 duel
28 mistake
28 closely
28 private
28 uhlans
28 autumn
28 equal
28 dissatisfied
28 finally
27 edge
27 whip
27 dragoons
27 seeking
27 eldest
27 lose
27 benefactor
27 facing
27 fat
27 brows
27 thus
27 elbow
27 results
27 dokhturov
27 serving
27 goodness
27 electronic
27 seizing
27 insignificant
27 harm
27 rows
27 est
27 rain
27 enthusiasm
27 interview
27 hurt
27 militia
27 value
27 makes
27 marching
27 entrusted
27 agreeable
27 driven
27 fired
27 throwing
27 art
27 restrain
27 essence
27 divine
27 bore
27 kaluga
27 advancing
27 slight
27 emotion
27 catch
27 admitted
27 throat
26 hoped
26 rise
26 united
26 platon
26 assume
26 aware
26 xviii
26 class
26 cost
26 misfortune
26 anywhere
26 provisions
26 footsteps
26 convoy
26 faith
26 swayed
26 match
26 dining
26 charm
26 collar
26 trap
26 replying
26 louder
26 september
26 silver
26 trembled
26 takes
26 yours
26 sounded
26 expressing
26 maids
26 whistling
26 weather
26 mavra
26 noble
26 lieutenant
26 feels
26 fair
26 dresses
26 prevent
26 gerasim
26 dismounted
26 reality
26 folk
26 forced
26 guilty
26 stir
26 unconsciously
26 dam
26 hers
26 empress
26 bullets
26 inner
26 choose
26 candles
26 lift
26 parties
26 abandoning
26 tongue
26 based
26 throw
26 halted
26 shrugged
25 social
25 wept
25 fly
25 mine
25 proper
25 naive
25 cadet
25 shut
25 doors
25 xvii
25 bending
25 bold
25 assembled
25 declared
25 mason
25 snuffbox
25 existed
25 rear
25 circles
25 beausset
25 battalions
25 hay
25 frost
25 related
25 marshals
25 mozhaysk
25 bowing
25 haste
25 hundreds
25 timid
25 struggle
25 inform
25 gained
25 perplexity
25 agreement
25 danced
25 abandon
25 mingled
25 breaking
25 ilagin
25 tones
25 draw
25 obtain
25 rolled
25 narrow
25 vexation
25 gracious
25 lip
25 distinctly
25 forgetting
25 lofty
25 profound
25 begged
25 n
25 train
25 descended
25 cher
25 comfort
25 bezukhova
25 childhood
24 piece
24 shots
24 mile
24 setting
24 tiptoe
24 accept
24 dragged
24 active
24 accord
24 concerned
24 drunk
24 fetch
24 huntsman
24 picked
24 rhetor
24 delay
24 aloud
24 constantly
24 pretext
24 grass
24 amused
24 vodka
24 contempt
24 treated
24 hid
24 cease
24 vereshchagin
24 harness
24 bringing
24 bedroom
24 joyous
24 shining
24 issued
24 ringing
24 spend
24 bow
24 nephew
24 ruin
24 approval
24 perfectly
24 otherwise
24 appears
24 distant
24 decision
24 ended
24 occur
24 cheek
24 smilingly
24 striking
24 sleeves
24 hungry
24 assurance
24 cases
24 compared
24 indicating
24 purse
24 performed
24 groups
24 doubts
24 sufferings
24 revolution
24 kuzminichna
24 universal
24 responsibility
24 retreating
24 dust
24 anxiety
24 sweet
24 loaded
24 vividly
24 intellectual
24 justice
24 reign
24 xix
24 faster
24 childlike
24 prayed
24 devotion
24 final
23 radiant
23 shoes
23 separate
23 bells
23 pacing
23 wing
23 messenger
23 resolved
23 stepping
23 jacket
23 pocket
23 infinite
23 frame
23 hunting
23 powerful
23 collective
23 lovely
23 pack
23 attached
23 highroad
23 thee
23 wolzogen
23 preoccupied
23 energy
23 windows
23 seek
23 neighbor
23 pas
23 fled
23 breath
23 deed
23 elderly
23 religion
23 gradually
23 tied
23 luck
23 goes
23 role
23 wrapped
23 hopes
23 remaining
23 cleared
23 connected
23 unhappy
23 progress
23 crying
23 acted
23 established
23 marched
23 rule
23 bees
23 conceal
23 chairs
23 passionate
23 observation
23 childish
23 relief
23 defeat
23 courier
23 groom
23 stick
23 sank
23 brightly
23 cook
23 concentrated
23 sobbing
23 corridor
23 explaining
23 built
23 commanding
23 nobility
23 fast
23 imperial
23 heat
23 bye
22 opinions
22 beast
22 smooth
22 feeble
22 uncomfortable
22 curly
22 weep
22 slender
22 drissa
22 pure
22 instantly
22 michaud
22 ring
22 features
22 building
22 distinguish
22 gives
22 commanded
22 damp
22 assistant
22 possessed
22 fun
22 vanished
22 obey
22 delightful
22 empereur
22 spurs
22 sprang
22 pulling
22 newly
22 reminded
22 obtained
22 repeat
22 clavichord
22 retire
22 recollection
22 hoofs
22 disorder
22 famous
22 grasp
22 facts
22 assured
22 advised
22 continue
22 awful
22 wonderful
22 wealth
22 fur
22 bread
22 hiding
22 majestic
22 oak
22 wealthy
22 mack
22 naturally
22 painfully
22 teach
22 ryazan
22 stopping
22 boldly
22 gates
22 until
22 tent
22 waved
22 example
22 notes
22 deserted
22 clerk
22 parts
22 starting
22 drank
22 consent
22 height
22 olmutz
22 lowered
22 sum
22 authorities
22 krasnoe
22 powers
22 hunt
22 naked
22 accounts
22 comrade
22 arguments
22 ivanovna
21 unfortunate
21 succeeded
21 devoted
21 rarely
21 avoided
21 calmly
21 precious
21 absolutely
21 greatness
21 problem
21 gaze
21 burn
21 simplicity
21 mankind
21 ancient
21 temper
21 occurs
21 killing
21 arrive
21 search
21 lot
21 review
21 seconds
21 shade
21 respectful
21 bushes
21 elbows
21 examining
21 hendrikhovna
21 fence
21 rapturous
21 hidden
21 lack
21 considerations
21 transport
21 directions
21 strongly
21 superior
21 overcoat
21 sees
21 aims
21 glances
21 louis
21 beneath
21 muskets
21 foreign
21 irony
21 arrangements
21 useful
21 referred
21 bench
21 niemen
21 samovar
21 losses
21 strangely
21 rang
21 musketry
21 alike
21 torn
21 cloud
21 amusing
21 arose
21 verses
21 raevski
21 greatly
21 leaves
21 hastened
21 driver
21 trot
21 frown
21 band
21 domestic
21 catherine
21 inside
21 attracted
21 obvious
21 remains
21 sooner
21 equally
21 speed
21 indifferent
20 pillow
20 pieces
20 merrily
20 thrust
20 scoundrel
20 control
20 wouldn
20 churches
20 request
20 proclamation
20 occupation
20 coach
20 affectionate
20 roar
20 pavlograd
20 cries
20 drops
20 eternal
20 attacking
20 drop
20 conversations
20 win
20 pair
20 theater
20 resolution
20 dragging
20 maneuvers
20 sixteen
20 heights
20 numbers
20 upset
20 gently
20 revealed
20 hive
20 thereby
20 vyazma
20 states
20 nowhere
20 forgot
20 failed
20 tranquil
20 examined
20 worst
20 sleeping
20 risen
20 reward
20 encounter
20 suvorov
20 enemies
20 fleches
20 support
20 shawl
20 ear
20 education
20 leather
20 militiamen
20 balaga
20 qualities
20 vice
20 respected
20 miloradovich
20 pose
20 bought
20 debts
20 sons
20 yards
20 smart
20 coldly
20 altered
20 increasing
20 confirmed
20 yellow
20 goal
20 inquiry
20 bodies
20 accomplished
20 mild
20 harmful
20 european
20 glasses
20 inevitably
20 exchanged
20 seize
20 gossip
20 aid
20 signs
19 affected
19 district
19 june
19 severely
19 incessantly
19 sole
19 stage
19 depths
19 correct
19 stomach
19 quarter
19 angel
19 hostile
19 turns
19 arrested
19 austrians
19 sin
19 passionately
19 physically
19 preparations
19 unite
19 patience
19 brave
19 indifference
19 ferapontov
19 endure
19 makar
19 presents
19 top
19 degree
19 fog
19 obliged
19 hearts
19 ventured
19 traveling
19 summoned
19 hurrying
19 dawn
19 hostess
19 sea
19 wonder
19 porter
19 beaming
19 abbe
19 card
19 current
19 ramballe
19 sharp
19 decide
19 resting
19 station
19 thinks
19 c
19 deprived
19 grain
19 foe
19 forth
19 attain
19 missed
19 follows
19 arranging
19 judging
19 eating
19 sharply
19 silk
19 poland
19 somebody
19 weaker
19 significant
19 attractive
19 musket
19 dense
19 perished
19 ice
19 shout
19 minded
19 fortune
19 source
19 vive
19 differently
19 audible
19 sincere
19 exists
19 miss
19 armed
19 sending
19 sleeve
19 regret
19 depends
19 flames
19 princesses
19 rapidity
19 vehicles
19 discussed
19 drubetskoy
19 breeches
19 rid
18 konovnitsyn
18 enjoyed
18 woke
18 alliance
18 dozen
18 pond
18 rolling
18 bosom
18 cunning
18 observed
18 reins
18 race
18 rumors
18 conflict
18 working
18 settle
18 campfire
18 heroes
18 fortnight
18 habitual
18 glow
18 obviously
18 produce
18 upper
18 threatening
18 grateful
18 modern
18 whispering
18 appointment
18 hoping
18 divided
18 betrothed
18 weight
18 freemasonry
18 knocked
18 situation
18 severe
18 piti
18 individual
18 heels
18 length
18 voronezh
18 unconscious
18 audience
